site,day,date,year,day_of_year,lambda_t,mu_t,sigma2_t,observed_occupancy,admission_count
Site 5,242,2023-08-30,2023,242,1.47936,8.44075,71.24629,15,1.47936
Site 5,243,2023-08-31,2023,243,1.48451,8.44831,71.37399,20,1.48451
Site 5,244,2023-09-01,2023,244,1.48967,8.45568,71.49856,12,1.48967
Site 5,245,2023-09-02,2023,245,1.49484,8.46286,71.61995,12,1.49484
Site 5,246,2023-09-03,2023,246,1.5,8.46984,71.73812,14,1.5
Site 5,247,2023-09-04,2023,247,1.50516,8.47662,71.85302,16,1.50516
Site 5,248,2023-09-05,2023,248,1.51033,8.4832,71.96461,18,1.51033
Site 5,249,2023-09-06,2023,249,1.51549,8.48957,72.07284,11,1.51549
Site 5,250,2023-09-07,2023,250,1.52064,8.49575,72.17769,21,1.52064
Site 5,251,2023-09-08,2023,251,1.52579,8.50171,72.27911,12,1.52579
Site 5,252,2023-09-09,2023,252,1.53093,8.50747,72.37706,19,1.53093
Site 5,253,2023-09-10,2023,253,1.53606,8.51302,72.47151,12,1.53606
Site 5,254,2023-09-11,2023,254,1.54118,8.51836,72.56242,13,1.54118
Site 5,255,2023-09-12,2023,255,1.54629,8.52348,72.64975,14,1.54629
Site 5,256,2023-09-13,2023,256,1.55139,8.52839,72.73349,10,1.55139
Site 5,257,2023-09-14,2023,257,1.55647,8.53309,72.81359,12,1.55647
Site 5,258,2023-09-15,2023,258,1.56153,8.53757,72.89002,12,1.56153
Site 5,259,2023-09-16,2023,259,1.56658,8.54182,72.96276,13,1.56658
Site 5,260,2023-09-17,2023,260,1.5716,8.54586,73.03178,9,1.5716
Site 5,261,2023-09-18,2023,261,1.57661,8.54968,73.09705,11,1.57661
Site 5,262,2023-09-19,2023,262,1.58159,8.55328,73.15855,12,1.58159
Site 5,263,2023-09-20,2023,263,1.58654,8.55665,73.21626,12,1.58654
Site 5,264,2023-09-21,2023,264,1.59148,8.5598,73.27015,17,1.59148
Site 5,265,2023-09-22,2023,265,1.59638,8.56272,73.3202,14,1.59638
Site 5,266,2023-09-23,2023,266,1.60126,8.56542,73.3664,8,1.60126
Site 5,267,2023-09-24,2023,267,1.6061,8.56789,73.40873,13,1.6061
Site 5,268,2023-09-25,2023,268,1.61092,8.57013,73.44717,17,1.61092
Site 5,269,2023-09-26,2023,269,1.6157,8.57215,73.48171,18,1.6157
Site 5,270,2023-09-27,2023,270,1.62045,8.57393,73.51233,14,1.62045
Site 5,271,2023-09-28,2023,271,1.62516,8.57549,73.53903,20,1.62516
Site 5,272,2023-09-29,2023,272,1.62983,8.57682,73.56179,14,1.62983
Site 5,273,2023-09-30,2023,273,1.63447,8.57791,73.5806,17,1.63447
Site 5,274,2023-10-01,2023,274,1.63907,8.57878,73.59546,17,1.63907
Site 5,275,2023-10-02,2023,275,1.64362,8.57942,73.60636,16,1.64362
Site 5,276,2023-10-03,2023,276,1.64813,8.57982,73.6133,15,1.64813
Site 5,277,2023-10-04,2023,277,1.6526,8.57999,73.61628,18,1.6526
Site 5,278,2023-10-05,2023,278,1.65702,8.57993,73.61528,16,1.65702
Site 5,279,2023-10-06,2023,279,1.6614,8.57965,73.61033,13,1.6614
Site 5,280,2023-10-07,2023,280,1.66573,8.57913,73.60141,13,1.66573
Site 5,281,2023-10-08,2023,281,1.67001,8.57838,73.58852,14,1.67001
Site 5,282,2023-10-09,2023,282,1.67424,8.57739,73.57169,13,1.67424
Site 5,283,2023-10-10,2023,283,1.67842,8.57618,73.5509,14,1.67842
Site 5,284,2023-10-11,2023,284,1.68254,8.57474,73.52617,21,1.68254
Site 5,285,2023-10-12,2023,285,1.68661,8.57307,73.49751,19,1.68661
Site 5,286,2023-10-13,2023,286,1.69063,8.57117,73.46493,14,1.69063
Site 5,287,2023-10-14,2023,287,1.69459,8.56904,73.42844,15,1.69459
Site 5,288,2023-10-15,2023,288,1.69849,8.56668,73.38805,19,1.69849
Site 5,289,2023-10-16,2023,289,1.70233,8.5641,73.34379,16,1.70233
Site 5,290,2023-10-17,2023,290,1.70612,8.56129,73.29566,14,1.70612
Site 5,291,2023-10-18,2023,291,1.70984,8.55825,73.24368,22,1.70984
Site 5,292,2023-10-19,2023,292,1.7135,8.55499,73.18788,17,1.7135
Site 5,293,2023-10-20,2023,293,1.71709,8.55151,73.12827,10,1.71709
Site 5,294,2023-10-21,2023,294,1.72063,8.5478,73.06488,17,1.72063
Site 5,295,2023-10-22,2023,295,1.72409,8.54387,72.99773,21,1.72409
Site 5,296,2023-10-23,2023,296,1.72749,8.53972,72.92685,13,1.72749
Site 5,297,2023-10-24,2023,297,1.73082,8.53535,72.85226,9,1.73082
Site 5,298,2023-10-25,2023,298,1.73409,8.53077,72.77399,8,1.73409
Site 5,299,2023-10-26,2023,299,1.73728,8.52596,72.69207,13,1.73728
Site 5,300,2023-10-27,2023,300,1.74041,8.52095,72.60653,17,1.74041
Site 5,301,2023-10-28,2023,301,1.74346,8.51572,72.51741,13,1.74346
Site 5,302,2023-10-29,2023,302,1.74644,8.51027,72.42472,16,1.74644
Site 5,303,2023-10-30,2023,303,1.74935,8.50462,72.32852,15,1.74935
Site 5,304,2023-10-31,2023,304,1.75219,8.49875,72.22883,21,1.75219
Site 5,305,2023-11-01,2023,305,1.75495,8.49268,72.12569,16,1.75495
Site 5,306,2023-11-02,2023,306,1.75763,8.48641,72.01915,3,1.75763
Site 5,307,2023-11-03,2023,307,1.76024,8.47993,71.90923,17,1.76024
Site 5,308,2023-11-04,2023,308,1.76277,8.47325,71.79598,17,1.76277
Site 5,309,2023-11-05,2023,309,1.76522,8.46637,71.67944,21,1.76522
Site 5,310,2023-11-06,2023,310,1.76759,8.45929,71.55966,23,1.76759
Site 5,311,2023-11-07,2023,311,1.76989,8.45202,71.43667,10,1.76989
Site 5,312,2023-11-08,2023,312,1.7721,8.44456,71.31053,15,1.7721
Site 5,313,2023-11-09,2023,313,1.77424,8.4369,71.18128,15,1.77424
Site 5,314,2023-11-10,2023,314,1.77629,8.42905,71.04896,19,1.77629
Site 5,315,2023-11-11,2023,315,1.77826,8.42102,70.91362,10,1.77826
Site 5,316,2023-11-12,2023,316,1.78015,8.41281,70.77532,16,1.78015
Site 5,317,2023-11-13,2023,317,1.78196,8.40441,70.6341,17,1.78196
Site 5,318,2023-11-14,2023,318,1.78368,8.39583,70.49001,8,1.78368
Site 5,319,2023-11-15,2023,319,1.78532,8.38708,70.34311,15,1.78532
Site 5,320,2023-11-16,2023,320,1.78687,8.37815,70.19345,20,1.78687
Site 5,321,2023-11-17,2023,321,1.78834,8.36905,70.04108,10,1.78834
Site 5,322,2023-11-18,2023,322,1.78972,8.35979,69.88606,14,1.78972
Site 5,323,2023-11-19,2023,323,1.79102,8.35036,69.72843,12,1.79102
Site 5,324,2023-11-20,2023,324,1.79223,8.34076,69.56827,20,1.79223
Site 5,325,2023-11-21,2023,325,1.79335,8.331,69.40562,12,1.79335
Site 5,326,2023-11-22,2023,326,1.79439,8.32109,69.24054,11,1.79439
Site 5,327,2023-11-23,2023,327,1.79534,8.31102,69.07309,10,1.79534
Site 5,328,2023-11-24,2023,328,1.7962,8.3008,68.90333,10,1.7962
Site 5,329,2023-11-25,2023,329,1.79698,8.29043,68.73131,17,1.79698
Site 5,330,2023-11-26,2023,330,1.79767,8.27992,68.55711,20,1.79767
Site 5,331,2023-11-27,2023,331,1.79827,8.26927,68.38077,18,1.79827
Site 5,332,2023-11-28,2023,332,1.79878,8.25847,68.20237,18,1.79878
Site 5,333,2023-11-29,2023,333,1.7992,8.24754,68.02196,13,1.7992
Site 5,334,2023-11-30,2023,334,1.79953,8.23648,67.8396,17,1.79953
Site 5,335,2023-12-01,2023,335,1.79978,8.22529,67.65536,19,1.79978
Site 5,336,2023-12-02,2023,336,1.79993,8.21397,67.46929,10,1.79993
Site 5,337,2023-12-03,2023,337,1.8,8.20253,67.28148,12,1.8
Site 5,338,2023-12-04,2023,338,1.79997,8.19097,67.09197,14,1.79997
Site 5,339,2023-12-05,2023,339,1.79986,8.17929,66.90083,11,1.79986
Site 5,340,2023-12-06,2023,340,1.79966,8.1675,66.70813,15,1.79966
Site 5,341,2023-12-07,2023,341,1.79938,8.15561,66.51393,23,1.79938
Site 5,342,2023-12-08,2023,342,1.799,8.1436,66.3183,13,1.799
Site 5,343,2023-12-09,2023,343,1.79853,8.1315,66.1213,16,1.79853
Site 5,344,2023-12-10,2023,344,1.79798,8.1193,65.92299,16,1.79798
Site 5,345,2023-12-11,2023,345,1.79733,8.107,65.72346,17,1.79733
Site 5,346,2023-12-12,2023,346,1.7966,8.09461,65.52275,9,1.7966
Site 5,347,2023-12-13,2023,347,1.79578,8.08214,65.32093,18,1.79578
Site 5,348,2023-12-14,2023,348,1.79488,8.06958,65.11808,15,1.79488
Site 5,349,2023-12-15,2023,349,1.79388,8.05694,64.91426,16,1.79388
Site 5,350,2023-12-16,2023,350,1.7928,8.04422,64.70953,14,1.7928
Site 5,351,2023-12-17,2023,351,1.79164,8.03144,64.50396,10,1.79164
Site 5,352,2023-12-18,2023,352,1.79038,8.01858,64.29762,11,1.79038
Site 5,353,2023-12-19,2023,353,1.78904,8.00566,64.09058,19,1.78904
Site 5,354,2023-12-20,2023,354,1.78762,7.99268,63.88289,22,1.78762
Site 5,355,2023-12-21,2023,355,1.7861,7.97964,63.67463,8,1.7861
Site 5,356,2023-12-22,2023,356,1.78451,7.96655,63.46586,16,1.78451
Site 5,357,2023-12-23,2023,357,1.78283,7.9534,63.25665,20,1.78283
Site 5,358,2023-12-24,2023,358,1.78106,7.94022,63.04706,4,1.78106
Site 5,359,2023-12-25,2023,359,1.77922,7.92699,62.83716,18,1.77922
Site 5,360,2023-12-26,2023,360,1.77729,7.91372,62.62702,13,1.77729
Site 5,361,2023-12-27,2023,361,1.77528,7.90042,62.41669,13,1.77528
Site 5,362,2023-12-28,2023,362,1.77318,7.88709,62.20625,16,1.77318
Site 5,363,2023-12-29,2023,363,1.77101,7.87374,61.99576,15,1.77101
Site 5,364,2023-12-30,2023,364,1.76875,7.86036,61.78528,14,1.76875
Site 5,365,2023-12-31,2023,365,1.76642,7.84697,61.57488,11,1.76642
